test_batch,output,observed_anchor_count,learned_kernel
974,Cb,8,"1.49**2 * RBF(length_scale=[0.944, 1.84, 8.9, 3.02, 20, 3.62]) + WhiteKernel(noise_level=8.54e-05)"
974,T,8,"1.77**2 * RBF(length_scale=[0.725, 2.72, 4.5, 5.62, 20, 3.86]) + WhiteKernel(noise_level=0.000271)"
974,Cb,9,"1.42**2 * RBF(length_scale=[0.94, 1.48, 13, 2.41, 20, 2.55]) + WhiteKernel(noise_level=9.13e-05)"
974,T,9,"1.82**2 * RBF(length_scale=[0.747, 2.73, 4.19, 4.74, 20, 3.76]) + WhiteKernel(noise_level=0.000273)"
974,Cb,10,"1.3**2 * RBF(length_scale=[0.897, 1.53, 8.91, 2.62, 20, 2.8]) + WhiteKernel(noise_level=0.000111)"
974,T,10,"1.58**2 * RBF(length_scale=[0.714, 2.4, 3.77, 5.37, 20, 3.48]) + WhiteKernel(noise_level=0.000359)"
974,Cb,11,"1.11**2 * RBF(length_scale=[0.838, 1.35, 8.37, 2.41, 20, 2.3]) + WhiteKernel(noise_level=0.000104)"
974,T,11,"1.57**2 * RBF(length_scale=[0.711, 2.37, 3.73, 5.3, 20, 3.44]) + WhiteKernel(noise_level=0.000346)"
974,Cb,12,"1.13**2 * RBF(length_scale=[0.84, 1.39, 8.57, 2.54, 20, 2.48]) + WhiteKernel(noise_level=0.000115)"
974,T,12,"1.56**2 * RBF(length_scale=[0.691, 2.43, 3.84, 5.04, 20, 3.64]) + WhiteKernel(noise_level=0.000404)"
992,Cb,3,"0.922**2 * RBF(length_scale=[0.796, 0.633, 20, 0.846, 20, 2.95]) + WhiteKernel(noise_level=0.000188)"
992,T,3,"1.16**2 * RBF(length_scale=[0.708, 2.96, 3.27, 1.4, 4.15, 3.67]) + WhiteKernel(noise_level=0.000561)"
992,Cb,4,"0.915**2 * RBF(length_scale=[0.797, 0.64, 20, 0.844, 20, 2.93]) + WhiteKernel(noise_level=0.000184)"
992,T,4,"1.12**2 * RBF(length_scale=[0.704, 2.61, 3.15, 1.41, 3.93, 3.57]) + WhiteKernel(noise_level=0.000559)"
992,Cb,5,"0.912**2 * RBF(length_scale=[0.799, 0.644, 20, 0.848, 20, 2.93]) + WhiteKernel(noise_level=0.000182)"
992,T,5,"1.12**2 * RBF(length_scale=[0.708, 2.58, 3.12, 1.42, 3.84, 3.55]) + WhiteKernel(noise_level=0.000553)"
992,Cb,6,"0.91**2 * RBF(length_scale=[0.801, 0.647, 20, 0.847, 20, 2.93]) + WhiteKernel(noise_level=0.00018)"
992,T,6,"1.24**2 * RBF(length_scale=[0.733, 1.6, 4.22, 1.41, 9.65, 3.7]) + WhiteKernel(noise_level=0.000613)"
992,Cb,7,"0.911**2 * RBF(length_scale=[0.805, 0.656, 20, 0.848, 20, 2.91]) + WhiteKernel(noise_level=0.000179)"
992,T,7,"1.35**2 * RBF(length_scale=[0.742, 1.55, 4.88, 1.54, 20, 3.86]) + WhiteKernel(noise_level=0.000603)"
992,Cb,8,"0.926**2 * RBF(length_scale=[0.811, 0.658, 20, 0.856, 20, 2.97]) + WhiteKernel(noise_level=0.000183)"
992,T,8,"1.34**2 * RBF(length_scale=[0.744, 1.58, 4.82, 1.52, 20, 3.85]) + WhiteKernel(noise_level=0.000602)"
992,Cb,9,"0.934**2 * RBF(length_scale=[0.814, 0.659, 20, 0.861, 20, 2.99]) + WhiteKernel(noise_level=0.000182)"
992,T,9,"1.38**2 * RBF(length_scale=[0.752, 1.6, 5.08, 1.55, 20, 3.92]) + WhiteKernel(noise_level=0.000605)"
992,Cb,10,"0.938**2 * RBF(length_scale=[0.816, 0.668, 20, 0.865, 20, 2.98]) + WhiteKernel(noise_level=0.000181)"
992,T,10,"1.43**2 * RBF(length_scale=[0.764, 1.58, 5.64, 1.56, 20, 4.02]) + WhiteKernel(noise_level=0.000625)"
992,Cb,11,"0.95**2 * RBF(length_scale=[0.819, 0.671, 20, 0.865, 20, 3.03]) + WhiteKernel(noise_level=0.000184)"
992,T,11,"1.41**2 * RBF(length_scale=[0.757, 1.52, 5.61, 1.55, 20, 3.99]) + WhiteKernel(noise_level=0.000604)"
992,Cb,12,"0.953**2 * RBF(length_scale=[0.819, 0.672, 20, 0.861, 20, 3.04]) + WhiteKernel(noise_level=0.000182)"
992,T,12,"1.42**2 * RBF(length_scale=[0.755, 1.52, 5.64, 1.57, 20, 4]) + WhiteKernel(noise_level=0.000595)"
